시설명,업종,세부유형,자치구,주소,전화번호,위도,경도
스포츠당구장,당구장업,당구장,중구,서울특별시 중구 세종대로 7(남대문로5가),,37.5578468127684,126.972763731785
스핀당구장,당구장업,당구장,중구,서울 중구 신당동 251-66 지하1층,,37.5662540884,127.01385442
슬릭부스트 서울대입구점,체력단련장업,체력단련장,관악구,서울특별시 관악구 남부순환로 1814 (봉천동),02-3285-1814,37.4810358154572,126.951566124274
승리 당구클럽,당구장업,당구장,관악구,서울특별시 관악구 신림로 89 (신림동),02-000-0000,37.4702898678771,126.939521348786
시그마스포츠클럽,체력단련장업,체력단련장,중구,"서울특별시 중구 세종대로 136, 파이낸스빌딩 (태평로1가)",02-777-8200,37.5684232177,126.9782565325
시대당구장,당구장업,당구장,중구,서울 중구 서소문동 120-13,02-771-3979,37.5623020486,126.973899833
시립서울청소년센터,체력단련장업,체력단련장,중구,서울특별시 중구 을지로11길 23 (수표동),02-2266-8247,37.56748348264467,126.9905643510226
시즌온짐,체력단련장업,체력단련장,관악구,서울특별시 관악구 관악로 204 (봉천동),,37.48296100864343,126.95429955873112
신당 홀인원 스크린,가상체험 체육시설업,골프,중구,서울특별시 중구 다산로 232 (신당동),02-2252-2260,37.5636228941,127.0161040649
신당스크린골프,골프연습장업,스크린,중구,서울특별시 중구 다산로40길 14 (신당동),02-2236-9993,37.5638138172,127.0167379477
신림유도관,체육도장업,유도,관악구,서울특별시 관악구 남부순환로 1536 (신림동),02-867-9354,37.4827778588,126.9213122223
신림체육센터,체육관,생활체육관,관악구,서울특별시 관악구 난곡로58길 13 (신림동),02-869-1888,37.4800711987,126.9160329184
신림체육센터수영장,수영장,수영장,관악구,서울특별시 관악구 난곡로58길 13 (신림동),02-869-1888,37.4800711987,126.9160329184
신림헬스 고운짐,체력단련장업,체력단련장,관악구,서울특별시 관악구 신림로64길 23 (신림동),02-000-0000,37.4852226853822,126.931021236392
신성동아태권도,체육도장업,태권도,중구,서울 중구 신당4동 842 동아약수하이츠상가603호,02-6261-1188,37.5547680771,127.014707876
신성태권도체육관,체육도장업,태권도,관악구,서울특별시 관악구 남부순환로161가길 6 (신림동),,37.4852421871,126.9184924518
신현선무관,체육도장업,합기도,관악구,서울특별시 관악구 장군봉1길 45 (봉천동),,37.4817359311495,126.942585377766
신흥골프스쿨,골프연습장업,스크린,중구,서울특별시 중구 다산로 185(신당동),,37.5601736712129,127.013443806995
심플앤이지골프,골프연습장업,스크린,관악구,"서울특별시 관악구 봉천로 516, 지하1층 (봉천동)",,37.4797323104,126.955658234
써밋복싱,체육도장업,권투,관악구,"서울특별시 관악구 은천로 35, 3층 (봉천동)",,37.4863960508,126.939191435
썬 무도학원,무도학원업,무도학원,중구,서울특별시 중구 세종대로 28 (남대문로5가),,37.5588849988761,126.974638383017
썬당구장,당구장업,당구장,관악구,서울특별시 관악구 난곡로 170-6 (신림동),,37.47013065,126.9203578198
썬당구장,당구장업,당구장,중구,서울특별시 중구 창경궁로 6 (충무로5가),,37.562921208813314,126.99877307824534
썬코리아SK당구장,당구장업,당구장,중구,,02-757-2486,37.2109434596,127.0383576089
쓰리세븐당구장,당구장업,당구장,관악구,서울특별시 관악구 남부순환로 1647 (신림동),02-877-7373,37.4849911673,126.9337698812
씨티당구장,당구장업,당구장,중구,서울 중구 수하동 63,02-774-6929,37.5669240755,126.983401713
아리랑당구장,당구장업,당구장,중구,서울특별시 중구 세종대로 7 (남대문로5가),02-3789-9199,37.55784364810054,126.97271529318886
아성당구장,당구장업,당구장,관악구,서울특별시 관악구 호암로24길 41 (신림동),,37.469624055963,126.935498316264
아이골프존,골프연습장업,실내,관악구,"서울특별시 관악구 남부순환로 1878 (봉천동,지층)",02-874-2180,37.4788322006,126.958123424
아이골프존,골프연습장업,실내,관악구,"서울특별시 관악구 청룡1길 37 (봉천동,지층)",02-874-0600,37.481196186,126.948353611
아이골프존 서울대지점,골프연습장업,실내,관악구,"서울특별시 관악구 남부순환로 1777-7, 지하1층 (봉천동)",,37.4823851968,126.947624667
아크로 휘트니스,체력단련장업,체력단련장,관악구,서울특별시 관악구 인헌길 68 (봉천동),,37.4723655801,126.966352402
아트당구장,당구장업,당구장,중구,"서울 중구 다산로 255, 3층(흥인동)",,37.5658357671,127.015909856
애슬릿 라이프,체력단련장업,체력단련장,중구,"서울특별시 중구 다산로46길 17, 청계천두산위브더제니스 2층 207호~209호호 (흥인동)",,37.5668675982,127.0171229131
양지골프연습장,골프연습장업,실내,관악구,서울특별시 관악구 문성로 95 (신림동),02-839-7785,37.47777768156867,126.91415423125292
어반골프존,가상체험 체육시설업,골프,관악구,서울특별시 관악구 난곡로64길 5 (신림동),02-861-6664,37.48134626937239,126.91497323627112
얼티밋트레이닝 서울대점,체력단련장업,체력단련장,관악구,서울특별시 관악구 남부순환로 1799 (봉천동),02-3285-2022,37.4818636959014,126.9501304904962
얼티밋트레이닝 신림점,체력단련장업,체력단련장,관악구,"서울특별시 관악구 봉천로14길 12 (신림동, 관전GT타워)",02-875-2023,37.4875456723701,126.929962905972
에스알씨 스포츠센터,수영장업,실내,관악구,서울특별시 관악구 보라매로 44 (봉천동),02-871-3636,37.4931685564,126.9273714192
에스엠 휘트니스,체력단련장업,체력단련장,관악구,서울특별시 관악구 남부순환로 1479 (신림동),02-859-5588,37.4821787779,126.9149406353
에이스당구장,당구장업,당구장,중구,서울 중구 신당2동 374-15,070-8118-1567,37.5555794086,127.01067453
에이스당구장,당구장업,당구장,중구,서울 중구 남산동2가 27-1,02-777-6637,37.5587289374,126.985911563
에이스스크린골프존,골프연습장업,스크린,중구,서울특별시 중구 다산로36길 53 (신당동),,37.5615143123,127.0178420948
에이스프레야,당구장업,당구장,중구,서울 중구 을지로6가 17-2,,37.5686440889,127.007733368
에이원 휘트니스,체력단련장업,체력단련장,중구,서울특별시 중구 청계천로 24(다동),,37.5685159133492,126.98020965303
에이치코어,체력단련장업,체력단련장,관악구,서울특별시 관악구 봉천로 485 (봉천동),02-6052-4099,37.4821241769139,126.953900504959
에이치코어낙성대점,체력단련장업,체력단련장,관악구,서울특별시 관악구 남부순환로 1921(봉천동),,37.477661640408,126.962793626502
에이투엠 골프아카데미,가상체험 체육시설업,골프,중구,서울특별시 중구 다동길 46(다동),070-5055-3381,37.5678614943581,126.981726148037
에이피엠당구장,당구장업,당구장,중구,"서울 중구 장충단로253, 9층 22,23호 (을지로6가, 헬로우APM)",02-925-3046,37.5674871874,127.008077351
에프45낙성대(F45낙성대),체력단련장업,체력단련장,관악구,서울특별시 관악구 남부순환로 1926 (봉천동),050-714-3477,37.4768185857401,126.963144853114
엘리트핏24,체력단련장업,체력단련장,중구,서울특별시 중구 통일로 10 (남대문로5가),,37.55713029833667,126.97377487972412
엠.티.엠 휘트니스클럽,체력단련장업,체력단련장,중구,중구 명동8길 27(명동2가0,02-776-1683,37.5625310531,126.985168359
엠씨티 짐 시청,체력단련장업,체력단련장,중구,서울특별시 중구 남대문로9길 40(다동),,37.5671421016237,126.980368823536
엠에프(MF),체력단련장업,체력단련장,관악구,"서울특별시 관악구 남부순환로 1474, 3-4층 (신림동)",,37.5248304019,126.8700225433
엠제이핏 PT,체력단련장업,체력단련장,관악구,서울특별시 관악구 은천로 48 (봉천동),,37.4859763994096,126.940505291228
엠피트니스,골프연습장업,스크린,중구,서울특별시 중구 서소문로11길 19 (정동),02-777-5011,37.5637864764,126.9720883394
엠피트니스,체력단련장업,체력단련장,중구,서울특별시 중구 서소문로11길 19 (정동),02-777-5011,37.5637864764,126.9720883394
연세기백태권도장,체육도장업,태권도,관악구,,,37.4792370923,126.909037805
영,무도학원업,무도학원,중구,서울 중구 남대문로5가 17-3,02-777-8715,37.5584963354,126.974344818
예스통상,골프연습장업,실외,중구,서울특별시 중구 퇴계로36길 37,02-2263-7523,37.5604415832,126.995413909
예원,당구장업,당구장,관악구,서울특별시 관악구 승방2길 39  (남현동),,37.4757097723,126.980898563
오늘부터 운동PT,체력단련장업,체력단련장,관악구,서울특별시 관악구 남부순환로 1934 (봉천동),02-000-0000,37.4766373051657,126.963735538331
온오프짐,체력단련장업,체력단련장,관악구,"서울특별시 관악구 봉천로 217-1, 4층 (봉천동)",,37.4901461618,126.9259748195
온오프짐 당곡역점,체력단련장업,체력단련장,관악구,서울특별시 관악구 보라매로 4 (봉천동),,37.4899597205932,126.92797868299
온핸드짐 PT,체력단련장업,체력단련장,관악구,서울특별시 관악구 쑥고개로 52 (봉천동),,37.4794739907696,126.942302991996
올록볼록 PT Studio,체력단련장업,체력단련장,중구,"서울특별시 중구 중림로 10, 2동 207호 (중림동, 중림동 삼성 사이버 빌리지)",02-365-1712,37.5589266608,126.9643208929
올포원 휘트니스,체력단련장업,체력단련장,중구,"중구 을지로 221, 지하2층(을지로5가, 삼성파크빌)",,37.5672711923,127.002766394
올포원 휘트니스,골프연습장업,스크린,중구,서울특별시 중구 난계로21길 63(황학동),2268-3086,37.5638077703601,126.997555182293
왕호체육관,체육도장업,태권도,중구,서울특별시 중구 다산로18길 21(신당동),2237-5800,37.556750903074,127.01317734321
용인대 강 태권도,체육도장업,태권도,관악구,서울특별시 관악구 법원단지10길 2 (신림동),02-869-6123,37.4736159466,126.920639007
용인대 리더 태권도,체육도장업,태권도,관악구,서울특별시 관악구 은천로25길 27 (봉천동),02-882-3450,37.4879469541,126.94930781
용인대 아리랑 태권도장,체육도장업,태권도,중구,서울 중구 신당동 291-29,02-2232-3555,37.5618604362,127.016882385
용인대TOP복싱클럽,체육도장업,권투,관악구,서울특별시 관악구 남부순환로247길 3 (봉천동),02-874-7989,37.4765281291,126.9659435403
용인대광무육사체육관,체육도장업,태권도,중구,서울 중구 신당동 62-95,02-2232-6785,37.5610887828,127.019480867
용인대세일태권도,체육도장업,태권도,관악구,"서울특별시 관악구 신림로29길 8 (신림동, 신림현대아파트)",02-886-7195,37.4755696757,126.9328104644
용인대수석태권도,체육도장업,태권도,관악구,"서울특별시 관악구 난곡로 50 (신림동,402호)",02-862-0006,37.4604788968,126.920178167
용좌당구장,당구장업,당구장,중구,서울특별시 중구 다동길 16 (다동),,37.5676804086,126.9801416194
우리 당구장,당구장업,당구장,관악구,서울특별시 관악구 난곡로63길 65 (신림동),,37.48041356967289,126.91108954937522
우리 크로스핏 지엘짐 역도체육관 본점,체력단련장업,체력단련장,관악구,"서울특별시 관악구 쑥고개로 121 (봉천동, 삼일빌딩)",02-882-1904,37.4791492883376,126.950064685615
우일스크린 골프연습장,골프연습장업,실내,중구,서울특별시 중구 마장로 62(흥인동),02-000-0000,37.5677716362768,127.016640695817
운동하는날 낙성대점,체력단련장업,체력단련장,관악구,서울특별시 관악구 봉천로 604 (봉천동),,37.4759302068049,126.964076509702
운동하는날 서울대봉천점,체력단련장업,체력단련장,관악구,서울특별시 관악구 쑥고개로 75 (봉천동),02-882-8296,37.4796636465434,126.94493248435
운동해야짐,체력단련장업,체력단련장,관악구,서울특별시 관악구 양녕로 50 (봉천동),02-000-0000,37.4864591968344,126.947220766123
울트라 검도관,체육도장업,검도,중구,서울 중구 저동2가 47-9,02-2268-4453,37.5637137026,126.990410894
움직일 시간,체력단련장업,체력단련장,관악구,서울특별시 관악구 봉천로 568-1 (봉천동),,37.4773196251448,126.960594754919
원 캐롬클럽,당구장업,당구장,관악구,서울특별시 관악구 신림동5길 31 (신림동),02-000-0000,37.4858919115747,126.927636033729
원스크린골프장,골프연습장업,스크린,중구,서울특별시 중구 마른내로 72 (인현동2가),02-2269-1031,37.5635446306,126.99581666
원펀짐,체력단련장업,체력단련장,관악구,서울특별시 관악구 신림로 108 (신림동),070-8648-1400,37.4711305016924,126.937597983499
월드 스크린골프,골프연습장업,스크린,관악구,"서울특별시 관악구 양녕로 15 (봉천동,지층)",02-885-5210,37.4845054161,126.950042804
월드당구장,당구장업,당구장,중구,서울특별시 중구 을지로44길 6(을지로6가),,37.5658733289796,127.00653203151
월드컵,당구장업,당구장,중구,서울 중구 묵정동 29-6,,37.5614940362,127.000298802
웨슬리짐,체력단련장업,체력단련장,관악구,서울특별시 관악구 봉천로 516 (봉천동),,37.479789029001,126.955538470679
웨슬리짐,체력단련장업,체력단련장,관악구,서울특별시 관악구 봉천로 516 (봉천동),,37.4797323104,126.9556582338
웰리스,체력단련장업,체력단련장,중구,서울특별시 중구 난계로21길 63(황학동),02-2288-3114,37.5638077703601,126.997555182293
웰리스,골프연습장업,스크린,중구,서울특별시 중구 한강대로 416(남대문로5가),02-2288-3114,37.555503632236,126.973751343837
웰리스 휘트니스,골프연습장업,실내,중구,서울특별시 중구 통일로 92 ACE타워  지하1층,,37.5635947529,126.96922255
위너스 당구장,당구장업,당구장,관악구,서울특별시 관악구 난곡로 214 (신림동),,37.47390617700936,126.9181515946996
위더스헬스클럽,체력단련장업,체력단련장,중구,중구 필동로 32(필동2가),,37.5553455129,126.994703494
위드당구클럽,당구장업,당구장,중구,서울특별시 중구 다산로11길 19(신당동),070-8116-5979,37.5547331330726,127.009230557398
유얼스짐PT 구로디지털점,체력단련장업,체력단련장,관악구,서울특별시 관악구 조원로 10-1 (신림동),,37.4832968374719,126.903449197834
유얼스짐PT 신대방역점,체력단련장업,체력단련장,관악구,서울특별시 관악구 난곡로 357(신림동),02-868-0103,37.4859134542249,126.91344763033
유얼스짐PT 신림역점,체력단련장업,체력단련장,관악구,서울특별시 관악구 신림로 367 (신림동),02-876-0103,37.4870995755769,126.928744426224
유창 당구장,당구장업,당구장,관악구,"서울특별시 관악구 은천로23길 14  (봉천동,2층)",,37.4872617116,126.948209228
유코치 PT,체력단련장업,체력단련장,관악구,서울특별시 관악구 남부순환로 1905 (봉천동),,37.4783183942378,126.9611391649
유쾌한 케롬당구장,당구장업,당구장,관악구,서울특별시 관악구 봉천로 474 (봉천동),,37.48186107923922,126.95252741229424
은천태권도장,체육도장업,태권도,관악구,서울특별시 관악구 은천로11길 7 (봉천동),,37.4864550296,126.941801024
을지 스크린골프,골프연습장업,스크린,중구,서울특별시 중구 을지로 109 (을지로3가),02-2272-0753,37.56649955658652,126.99009360441056
을지 휘트니스,체력단련장업,체력단련장,중구,서울특별시 중구 을지로14길 8 (을지로3가),02-2264-2346,37.56604919073951,126.9918186704448
을지 휘트니스,골프연습장업,실내,중구,서울특별시 중구 을지로14길 8 (을지로3가),02-2264-2346,37.56604919073951,126.9918186704448
을지관 드림합기도,체육도장업,합기도,관악구,서울특별시 관악구 관악로28길 20 (봉천동),,37.4850822544244,126.957190071396
을지당구장,당구장업,당구장,중구,서울특별시 중구 충무로7길 6(을지로3가),,37.5659566016274,126.992313996755
응봉(한마음) 배드민턴장,간이운동장,간이운동장,중구,,,37.5516794791,127.014521674
이너멜 피트니스,체력단련장업,체력단련장,관악구,서울특별시 관악구 신림로 132 (신림동),070-7585-9679,37.4716050894308,126.934971850717
이너핏,체력단련장업,체력단련장,관악구,서울특별시 관악구 신사로 104 (신림동),,37.4871172138433,126.91395890169
이로운 퍼스널 트레이닝 스튜디오,체력단련장업,체력단련장,중구,"중구 퇴계로31길 16, 3층(충무로3가)",070-4249-1212,37.561893835,126.992407677
익스트림에스,체육도장업,권투,관악구,서울특별시 관악구 남부순환로 1790 (봉천동),,37.4813657862,126.9488373976
익스트림에스,체육도장업,권투,관악구,서울특별시 관악구 남부순환로 1641 (신림동),,37.4849165638824,126.932812496915
인바이트짐,체력단련장업,체력단련장,관악구,서울특별시 관악구 봉천로31길 6 (봉천동),,37.4839898410815,126.941557923112
인발란스,종합체육시설업,종합체육시설,중구,서울특별시 중구 을지로 238 (을지로6가),02-3425-8000,37.56626923706158,127.0043510131902
일번가,당구장업,당구장,중구,서울 중구 을지로2가 199-46,02-776-6174,37.5645274279,126.983415827
일번지당구장,당구장업,당구장,중구,서울특별시 중구 난계로21길 63(황학동),,37.5638077703601,126.997555182293
일이삼스크린골프,가상체험 체육시설업,골프,관악구,"서울특별시 관악구 신원로 26 (신림동, 신림동부아파트)",02-855-0753,37.4811549763764,126.928270805228
자마이카 골프 아카데미,가상체험 체육시설업,골프,관악구,서울특별시 관악구 신림로 340 (신림동),02-878-8188,37.4847625375982,126.930096548294
자마이카 골프존파크24,가상체험 체육시설업,골프,관악구,서울특별시 관악구 신림로 340 (신림동),,37.4847625375982,126.930096548294
자마이카 짐,체력단련장업,체력단련장,관악구,서울특별시 관악구 신림로 340 (신림동),,37.4847619977,126.930097679
자마이카휘트니스,체력단련장업,체력단련장,관악구,"서울특별시 관악구 남부순환로 1820, 13층 (봉천동)",,37.4809490796,126.952084791
장교휘트니스센터,골프연습장업,실내,중구,"서울특별시 중구 삼일대로 363, 지하1층(장교동, 장교빌딩)",02-777-9774,37.5671551871,126.987050942
장군봉체육관,체육관,구기체육관,관악구,서울특별시 관악구 남부순환로194길 81-12 (신림동),02-2081-2645,37.4814669786738,126.934770648085
장충 당구장,당구장업,당구장,중구,서울특별시 중구 동호로 207(신당동),,37.5562220380144,127.009149029038
장충골프연습장,골프연습장업,실내,중구,"서울특별시 중구 동호로24길 27-14, 지하1층(장충동2가)",,37.5606938623,127.004586106
장충문화체육센터,체육관,생활체육관,중구,서울특별시 중구 퇴계로50길 59 (장충동2가),,37.5599695425,127.0013264719
장충체육관,체육도장업,태권도,중구,서울특별시 중구 퇴계로56길 47(장충동2가),,37.5617495963525,127.005812167831
장충헬스클럽,체력단련장업,체력단련장,중구,"중구 동호로24길 27-14, 지하1층(장충동2가)",,37.5606938623,127.004586106
장충휘트니스클럽,체력단련장업,체력단련장,중구,중구 동호로 241(장충동2가),,37.5491718717,127.005341335
장프로 포켓하우스,당구장업,당구장,관악구,서울특별시 관악구 신원로 38 (신림동),070-8102-9101,37.4813460259,126.925275398
정 당구장,당구장업,당구장,중구,서울특별시 중구 을지로14길 30 (초동),02-2277-5915,37.564870702694456,126.99203611954444
정동스크린골프,골프연습장업,스크린,중구,서울특별시 중구 새문안로 26 (충정로1가),02-735-0753,37.56748334338328,126.96880893237604
정동스크린골프,가상체험 체육시설업,골프,중구,서울특별시 중구 새문안로 26(충정로1가),02-735-0753,37.5675120768212,126.968777453129
정안당구장,당구장업,당구장,중구,서울 중구 서소문동 57-10 정안빌딩 지하1층,,37.5628493584,126.971744608
정피트니스,체력단련장업,체력단련장,관악구,서울특별시 관악구 시흥대로 548 (신림동),,37.4817895664,126.9010841817
정피트니스(2호점),체력단련장업,체력단련장,관악구,서울특별시 관악구 시흥대로 568(신림동),,37.4833757831639,126.902373852685
제이골프,가상체험 체육시설업,골프,중구,서울특별시 중구 필동로 14(필동2가),02-2268-3777,37.5604061015074,126.995890968916
제이디피티샵,체력단련장업,체력단련장,관악구,"서울특별시 관악구 보라매로3길 29 (봉천동, 해태보라매타워)",,37.4912113425285,126.924990343437
제이오 풋볼센터,체육교습업,축구,관악구,"서울특별시 관악구 관악로30길 12, 제상가동 2층 204~208호 (봉천동, 관악 우성아파트)",,37.4841357625,126.9606073437
제이현핏 PT 스튜디오,체력단련장업,체력단련장,중구,서울특별시 중구 다산로 107 (신당동),02-2231-4534,37.5536619054708,127.009622335265
제일,당구장업,당구장,중구,서울 중구 충무로4가 150,,37.5624885854,126.994019357
제일아이캔태권도,체육도장업,태권도,관악구,서울특별시 관악구 신림로 129 (신림동),,37.4708567753,126.934926376
제임스짐,체력단련장업,체력단련장,관악구,서울특별시 관악구 관악로40길 47 (봉천동),,37.4920556799,126.958925678
제임스킬짐PT 서울대입구점,체력단련장업,체력단련장,관악구,"서울특별시 관악구 관악로 163 (봉천동, 효원빌딩)",02-873-6945,37.4798750606,126.952044775
조원생활스포츠센터,체육관,생활체육관,관악구,서울특별시 관악구 조원로 25 (신림동),02-2029-4593,37.483708310871,126.905433298638
조원힐링당구장,당구장업,당구장,관악구,"서울특별시 관악구 조원로 6, 5층 (신림동)",,37.4850464658,126.91339515
조은,당구장업,당구장,중구,서울 중구 중림동 610,02-392-1220,37.5595209191,126.964488794
조이 스크린골프,골프연습장업,스크린,중구,서울특별시 중구 장충단로 213 (광희동2가),02-2269-1341,37.5637211031,127.006818317
조이스크린골프,골프연습장업,스크린,중구,서울특별시 중구 퇴계로18길 14 (남산동1가),02-771-2250,37.5602136793,126.9850873284
조이풀 피티샵,체력단련장업,체력단련장,관악구,서울특별시 관악구 신림로 148 (신림동),,37.4723945221273,126.933777719101
조인성 퍼스널트레이닝 No.3,체력단련장업,체력단련장,중구,서울특별시 중구 난계로 159(황학동),02-924-5111,37.5656778479688,127.023344404606
종아부설 태권도장,체육도장업,태권도,중구,서울특별시 중구 난계로21길 63(황학동),2233-0678,37.5638077703601,126.997555182293
주니어유나이티드아카데미 관악지점,체육교습업,축구,관악구,서울특별시 관악구 청림6길 3 (봉천동),02-1811-7909,37.4875621618116,126.959937748135
주식회사 관악투엑스휘트니스,골프연습장업,실내,관악구,서울특별시 관악구 청림6길 3,02-878-9811,37.4875618011,126.959936731
주식회사 관악투엑스휘트니스,체력단련장업,체력단련장,관악구,서울특별시 관악구 청림6길 3,02-878-9811,37.4875618011,126.959936731
주식회사 짐구공 헬스피티 요가이서 시청역점,체력단련장업,체력단련장,중구,"서울특별시 중구 서소문로 115, 102~103호,한산빌딩 (서소문동)",02-774-8733,37.5634139995,126.973634591
주식회사 태평로 바디스타,체력단련장업,체력단련장,중구,서울특별시 중구 세종대로 55 (태평로2가),,37.56155267382679,126.9750771931386
주식회사 피트니스101,가상체험 체육시설업,골프,중구,서울특별시 중구 삼일대로 343(저동1가),,37.5651004556362,126.986959615068
주식회사바운드 신림역점,체력단련장업,체력단련장,관악구,서울특별시 관악구 신림로58길 13 (신림동),02-882-0834,37.4826196254442,126.93063378688
주한외국인체육관(세계태권도연구소),체육도장업,태권도,관악구,"서울특별시 관악구 당곡길 74(봉천동,광덕빌딩 6층)",02-884-5833,37.4920440362,126.927268477
줄돌이태권도체육관,체육도장업,태권도,관악구,"서울특별시 관악구 문성로 95, 2층 (신림동)",02-855-7934,37.477734443,126.914167847
중구검도장,체육도장업,검도,중구,서울 중구 청구로1길 23 삼성(아) 상가1 304호(지하주차장입구),02-2232-1152,37.5585373253,127.018448019
중구회현체육센터,체육관,생활체육관,중구,서울특별시 중구 퇴계로12길 78(회현동1가),02-2280-8433,37.5560315749818,126.981637818762
중부골프 앤 헬스,골프연습장업,실내,중구,서울특별시 중구 동호로33길 24 (오장동),,37.56565303200987,127.00096436854918
중앙골프연습장,골프연습장업,실내,중구,서울특별시 중구 서소문로 89-20(정동),,37.5631809779,126.971966325
중앙당구장,당구장업,당구장,관악구,서울특별시 관악구 장군봉1길 26 (봉천동),,37.4817011814,126.9415424072
중앙당구장,당구장업,당구장,중구,서울 중구 황학동 730번지 3층,,37.5658965173,127.019373457
중앙체육관,체육도장업,태권도,중구,서울 중구 퇴계로 377,02-2237-0251,37.5652522238,127.013482977
중앙체육관,체육도장업,권투,중구,"서울 중구 신당동 250-32,33",02-2237-0251,37.5652558272,127.013487505
지에이스포츠,체육교습업,축구,관악구,서울특별시 관악구 은천로 149(봉천동),,37.4865523414687,126.952035419049
짐 인 더 하우스 2호점,체력단련장업,체력단련장,관악구,서울특별시 관악구 보라매로 13 (봉천동),,37.4905918518063,126.927072002784
짐박스 신림3호점,체력단련장업,체력단련장,관악구,서울특별시 관악구 신림로23길 16 (신림동),02-878-6459,37.4704811658789,126.934476782389
짐박스피트니스 난곡점,체력단련장업,체력단련장,관악구,"서울특별시 관악구 난곡로 210 (신림동,6,7층)",02-838-1381,37.4737298511,126.918545201
짐박스피트니스 봉천현대시장점,체력단련장업,체력단련장,관악구,서울특별시 관악구 양녕로 46 (봉천동),,37.4861422511009,126.947285551333
짐박스피트니스 사당2호점,체력단련장업,체력단련장,관악구,서울특별시 관악구 남부순환로 2074 (남현동),02-588-2998,37.4761356402384,126.979070603665
짐박스피트니스 서울대기숙사점,체력단련장업,체력단련장,관악구,서울특별시 관악구 관악로 1 (신림동),02-881-9081,37.4662872666604,126.94815644252
짐박스피트니스 서울대입구점,체력단련장업,체력단련장,관악구,서울특별시 관악구 남부순환로 1836 (봉천동),02-875-6455,37.4805323031355,126.953743537738
짐박스피트니스 신림4호점,체력단련장업,체력단련장,관악구,서울특별시 관악구 신림로 198 (신림동),070-8873-5650,37.4750584342666,126.93688000303
짐박스피트니스 신림역점,체력단련장업,체력단련장,관악구,서울특별시 관악구 신림로59길 14(신림동),02-878-6452,37.4832898616637,126.928776084349
짐엑스 신대방점,체력단련장업,체력단련장,관악구,서울특별시 관악구 남부순환로161가길 34 (신림동),,37.484976251885,126.91687203924
짐엑스 신사시장점,체력단련장업,체력단련장,관악구,서울특별시 관악구 조원로 132 (신림동),,37.4852547882808,126.916921480265
채육관,체력단련장업,체력단련장,관악구,서울특별시 관악구 남부순환로246라길 3 (봉천동),,37.4747940279578,126.96405862610496
챌린지 복싱클럽,체육도장업,권투,관악구,서울특별시 관악구 신림로 113 (신림동),02-888-8554,37.4706270602,126.9366629518
챔프골프연습장,골프연습장업,실내,관악구,서울특별시 관악구 남부순환로 1932 (봉천동),02-874-0287,37.4768193439,126.963555693
천둥스크린골프,가상체험 체육시설업,골프,관악구,서울특별시 관악구 남부순환로 1369 (신림동),02-838-8009,37.4800935051762,126.90281849007418
천마 태권도,체육도장업,태권도,관악구,서울특별시 관악구 난우길 39 (신림동),,37.4761401538,126.91739396
천프로짐 헬스&PT 사당역점,체력단련장업,체력단련장,관악구,"서울특별시 관악구 남부순환로 2022, 정윤빌딩 2층 (남현동)",,37.4757504683,126.9733068134
천하무적 태권도,체육도장업,태권도,중구,서울특별시 중구 퇴계로88다길 23 (신당동),02-2236-1009,37.56238247984389,127.02027801822526
천하무적태권도,체육도장업,태권도,관악구,,,37.4836695748,126.950744364
청구 스크린골프,골프연습장업,스크린,중구,서울특별시 중구 다산로 178 (신당동),02-2256-6677,37.5592876145,127.0135860272
청구교육문화관,종합체육시설업,종합체육시설,중구,서울특별시 중구 다산로 170(신당동),02-2231-9363,37.5591166793514,127.013724413955
청룡산체육관,체육관,구기체육관,관악구,서울특별시 관악구 관악로5길 91-41 (봉천동),02-2081-2695,37.4741323710565,126.949415834538
청룡스크린골프,골프연습장업,스크린,관악구,"서울특별시 관악구 쑥고개로 100 (봉천동, 생모리츠타운)",,37.4789469576,126.9476496779
청운 검도관,체육도장업,검도,관악구,"서울특별시 관악구 봉천로 385, 지하1층 (봉천동)",02-877-3774,37.4833812697,126.942784808
체리복싱PT,체육도장업,권투,관악구,서울특별시 관악구 관악로12길 17 (봉천동),02-000-0000,37.4781789935059,126.953377440912
초이스,당구장업,당구장,관악구,서울특별시 관악구 남부순환로 1741  (봉천동),,37.4824842828,126.943653818
초이스당구장,당구장업,당구장,관악구,"서울특별시 관악구 관악로 164 (봉천동, 대우디오슈페리움1단지)",02-876-1237,37.47964833029603,126.95284989952756
충무로 주짓수 PT 헬스 러쉬클랜,체력단련장업,체력단련장,중구,서울특별시 중구 서애로1길 10(필동3가),,37.5609375709745,126.998465256651
충무스크린골프,골프연습장업,스크린,중구,서울특별시 중구 퇴계로73가길 (신당동),,37.5665028161,127.013397178
충무아트홀스포츠센터,체육관,생활체육관,중구,서울특별시 중구 퇴계로 387(흥인동),02-2280-8404,37.5659409687669,127.014790889728
충무아트홀스포츠센터골프연습장,골프연습장,골프연습장,중구,서울특별시 중구 퇴계로 387(흥인동),02-2280-8404,37.5659409687669,127.014790889728
충무아트홀스포츠센터수영장,수영장,수영장,중구,서울특별시 중구 퇴계로 387(흥인동),02-2280-8404,37.5659409687669,127.014790889728
칠칠,당구장업,당구장,중구,"서울 중구 남대문로5가 12-5,6,7 3층",02-753-6280,37.5579880587,126.973824377
캐롬,당구장업,당구장,중구,서울특별시 중구 다산로32길 15 (신당동),,37.561136229566806,127.01546065615491
